id,condition,slider_value,hypothesis,hypothesis_type,slider_response_type_collapsed,slider_value_normalized,slider_value_norm_2,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,action_response_collapsed,action_response
26,presentation,30,button,posterior,single_action,0.185,0.383,chrome,1299,637,1366,768,FALSE,i think that this task was about using logic to narrow down options to the most likely option,thanks for the opportunity to participate and good luck with your research!,51,m,english,204.262,17.502,3,both_actions,both
26,presentation,32,handle,posterior,single_action,0.198,0.383,chrome,1299,637,1366,768,FALSE,i think that this task was about using logic to narrow down options to the most likely option,thanks for the opportunity to participate and good luck with your research!,51,m,english,204.262,17.502,3,both_actions,both
26,presentation,100,both,posterior,both_actions,0.617,0.617,chrome,1299,637,1366,768,FALSE,i think that this task was about using logic to narrow down options to the most likely option,thanks for the opportunity to participate and good luck with your research!,51,m,english,204.262,17.502,3,both_actions,both
27,learning,100,button,posterior,single_action,0.498,0.995,chrome,1853,974,1920,1080,FALSE,understanding instructions,no,25,f,english,109.051,22.35,1,single_action,button
27,learning,1,both,posterior,both_actions,0.005,0.005,chrome,1853,974,1920,1080,FALSE,understanding instructions,no,25,f,english,109.051,22.35,1,single_action,button
27,learning,100,handle,posterior,single_action,0.498,0.995,chrome,1853,974,1920,1080,FALSE,understanding instructions,no,25,f,english,109.051,22.35,1,single_action,button
28,presentation,34,handle,posterior,single_action,0.178,0.555,chrome,1837,922,1920,1080,FALSE,perceptions,interesting,39,f,english,373.283,34.581,3,both_actions,both
28,presentation,72,button,posterior,single_action,0.377,0.555,chrome,1837,922,1920,1080,FALSE,perceptions,interesting,39,f,english,373.283,34.581,3,both_actions,both
28,presentation,85,both,posterior,both_actions,0.445,0.445,chrome,1837,922,1920,1080,FALSE,perceptions,interesting,39,f,english,373.283,34.581,3,both_actions,both
29,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1150,850,1280,800,FALSE,logic,n/a,27,m,english,321.476,175.022,3,single_action,button
29,learning,1,handle,posterior,single_action,0.01,0.99,chrome,1150,850,1280,800,FALSE,logic,n/a,27,m,english,321.476,175.022,3,single_action,button
29,learning,100,button,posterior,single_action,0.98,0.99,chrome,1150,850,1280,800,FALSE,logic,n/a,27,m,english,321.476,175.022,3,single_action,button
30,presentation,1,both,posterior,both_actions,0.01,0.01,chrome,1680,885,1920,1080,FALSE,i'm not entirely certain,"no further comment, at this time",34,m,english,131.613,20.457,3,single_action,button
30,presentation,1,handle,posterior,single_action,0.01,0.99,chrome,1680,885,1920,1080,FALSE,i'm not entirely certain,"no further comment, at this time",34,m,english,131.613,20.457,3,single_action,button
30,presentation,100,button,posterior,single_action,0.98,0.99,chrome,1680,885,1920,1080,FALSE,i'm not entirely certain,"no further comment, at this time",34,m,english,131.613,20.457,3,single_action,button
31,performance,1,button,posterior,single_action,0.005,0.502,firefox,1199,869,1280,1024,FALSE,"i am not sure, maybe how we read directions and apply them.",no,63,f,english,249.862,14.876,3,single_action,handle
31,performance,100,both,posterior,both_actions,0.498,0.498,firefox,1199,869,1280,1024,FALSE,"i am not sure, maybe how we read directions and apply them.",no,63,f,english,249.862,14.876,3,single_action,handle
31,performance,100,handle,posterior,single_action,0.498,0.502,firefox,1199,869,1280,1024,FALSE,"i am not sure, maybe how we read directions and apply them.",no,63,f,english,249.862,14.876,3,single_action,handle
32,performance,50,both,posterior,both_actions,0.329,0.329,chrome,340,600,360,640,TRUE,paying attention and understanding directions,"no, it worked fine. ",35,m,english,200.79,24.538,3,both_actions,both
32,performance,51,handle,posterior,single_action,0.336,0.671,chrome,340,600,360,640,TRUE,paying attention and understanding directions,"no, it worked fine. ",35,m,english,200.79,24.538,3,both_actions,both
32,performance,51,button,posterior,single_action,0.336,0.671,chrome,340,600,360,640,TRUE,paying attention and understanding directions,"no, it worked fine. ",35,m,english,200.79,24.538,3,both_actions,both
33,performance,49,button,posterior,single_action,0.327,0.667,chrome,1128,932,2048,1152,FALSE,how people understand the workings of systems.,no,32,m,english,166.953,14.36,3,both_actions,both
33,performance,51,handle,posterior,single_action,0.34,0.667,chrome,1128,932,2048,1152,FALSE,how people understand the workings of systems.,no,32,m,english,166.953,14.36,3,both_actions,both
33,performance,50,both,posterior,both_actions,0.333,0.333,chrome,1128,932,2048,1152,FALSE,how people understand the workings of systems.,no,32,m,english,166.953,14.36,3,both_actions,both
34,performance,55,handle,posterior,single_action,0.331,0.663,chrome,1636,828,1366,768,FALSE,logical thinking/reading comprehension,,30,m,english,121.112,15.517,3,both_actions,both
34,performance,55,button,posterior,single_action,0.331,0.663,chrome,1636,828,1366,768,FALSE,logical thinking/reading comprehension,,30,m,english,121.112,15.517,3,both_actions,both
34,performance,56,both,posterior,both_actions,0.337,0.337,chrome,1636,828,1366,768,FALSE,logical thinking/reading comprehension,,30,m,english,121.112,15.517,3,both_actions,both
35,learning,100,handle,posterior,single_action,0.333,0.667,chrome,1299,675,1366,768,FALSE,figuring out a music box toy,everything worked great,37,f,english,229.413,34.973,3,both_actions,both
35,learning,100,both,posterior,both_actions,0.333,0.333,chrome,1299,675,1366,768,FALSE,figuring out a music box toy,everything worked great,37,f,english,229.413,34.973,3,both_actions,both
35,learning,100,button,posterior,single_action,0.333,0.667,chrome,1299,675,1366,768,FALSE,figuring out a music box toy,everything worked great,37,f,english,229.413,34.973,3,both_actions,both
36,presentation,80,both,posterior,both_actions,0.367,0.367,chrome,1217,615,1600,900,FALSE,"i think it had something to do with logic, like, possibilites and exclusions.","this was fun. it worked fine, and the music and graphic were nice.",50,f,english,267.243,26.484,3,both_actions,both
36,presentation,80,button,posterior,single_action,0.367,0.633,chrome,1217,615,1600,900,FALSE,"i think it had something to do with logic, like, possibilites and exclusions.","this was fun. it worked fine, and the music and graphic were nice.",50,f,english,267.243,26.484,3,both_actions,both
36,presentation,58,handle,posterior,single_action,0.266,0.633,chrome,1217,615,1600,900,FALSE,"i think it had something to do with logic, like, possibilites and exclusions.","this was fun. it worked fine, and the music and graphic were nice.",50,f,english,267.243,26.484,3,both_actions,both
37,performance,94,both,posterior,both_actions,0.487,0.487,chrome,1022,600,1088,615,FALSE,i don't know.,no issues.,35,f,english,560.767,37.198,3,both_actions,both
37,performance,24,handle,posterior,single_action,0.124,0.513,chrome,1022,600,1088,615,FALSE,i don't know.,no issues.,35,f,english,560.767,37.198,3,both_actions,both
37,performance,75,button,posterior,single_action,0.389,0.513,chrome,1022,600,1088,615,FALSE,i don't know.,no issues.,35,f,english,560.767,37.198,3,both_actions,both
38,learning,100,both,posterior,both_actions,0.334,0.334,firefox,1533,739,1600,900,FALSE,reasoning,no,32,f,english,120.042,13.586,3,both_actions,both
38,learning,99,handle,posterior,single_action,0.331,0.666,firefox,1533,739,1600,900,FALSE,reasoning,no,32,f,english,120.042,13.586,3,both_actions,both
38,learning,100,button,posterior,single_action,0.334,0.666,firefox,1533,739,1600,900,FALSE,reasoning,no,32,f,english,120.042,13.586,3,both_actions,both
39,performance,11,both,posterior,both_actions,0.059,0.059,chrome,1853,987,1920,1080,FALSE,seeing which toy music box the consumer would chose.,none.,1991,m,english,360.3,75.609,3,single_action,button
39,performance,81,handle,posterior,single_action,0.435,0.941,chrome,1853,987,1920,1080,FALSE,seeing which toy music box the consumer would chose.,none.,1991,m,english,360.3,75.609,3,single_action,button
39,performance,94,button,posterior,single_action,0.505,0.941,chrome,1853,987,1920,1080,FALSE,seeing which toy music box the consumer would chose.,none.,1991,m,english,360.3,75.609,3,single_action,button
40,performance,82,button,posterior,single_action,0.336,0.668,chrome,1174,925,1920,1080,FALSE,problem solving,all worked fine!,33,f,english,217.813,38.743,3,both_actions,both
40,performance,81,handle,posterior,single_action,0.332,0.668,chrome,1174,925,1920,1080,FALSE,problem solving,all worked fine!,33,f,english,217.813,38.743,3,both_actions,both
40,performance,81,both,posterior,both_actions,0.332,0.332,chrome,1174,925,1920,1080,FALSE,problem solving,all worked fine!,33,f,english,217.813,38.743,3,both_actions,both
41,performance,92,both,posterior,both_actions,0.326,0.326,chrome,1299,637,1366,768,FALSE,logic,no,36,f,english,250.661,76.54,3,both_actions,both
41,performance,95,button,posterior,single_action,0.337,0.674,chrome,1299,637,1366,768,FALSE,logic,no,36,f,english,250.661,76.54,3,both_actions,both
41,performance,95,handle,posterior,single_action,0.337,0.674,chrome,1299,637,1366,768,FALSE,logic,no,36,f,english,250.661,76.54,3,both_actions,both
42,presentation,50,both,posterior,both_actions,0.25,0.25,chrome,1299,637,1366,768,FALSE,not sure,no,57,male,english,213.477,43.363,3,both_actions,both
42,presentation,50,button,posterior,single_action,0.25,0.75,chrome,1299,637,1366,768,FALSE,not sure,no,57,male,english,213.477,43.363,3,both_actions,both
42,presentation,100,handle,posterior,single_action,0.5,0.75,chrome,1299,637,1366,768,FALSE,not sure,no,57,male,english,213.477,43.363,3,both_actions,both
43,presentation,100,button,posterior,single_action,0.345,0.655,firefox,1299,635,1366,768,FALSE,i'm not sure,no,27,m,english,297.117,32.24,3,both_actions,both
43,presentation,90,handle,posterior,single_action,0.31,0.655,firefox,1299,635,1366,768,FALSE,i'm not sure,no,27,m,english,297.117,32.24,3,both_actions,both
43,presentation,100,both,posterior,both_actions,0.345,0.345,firefox,1299,635,1366,768,FALSE,i'm not sure,no,27,m,english,297.117,32.24,3,both_actions,both
44,performance,50,handle,posterior,single_action,0.256,0.513,chrome,1299,637,1366,768,FALSE,chices,no,49,f,english,303.203,29.915,3,both_actions,both
44,performance,50,button,posterior,single_action,0.256,0.513,chrome,1299,637,1366,768,FALSE,chices,no,49,f,english,303.203,29.915,3,both_actions,both
44,performance,95,both,posterior,both_actions,0.487,0.487,chrome,1299,637,1366,768,FALSE,chices,no,49,f,english,303.203,29.915,3,both_actions,both
45,performance,76,button,posterior,single_action,0.429,0.48,firefox,1299,600,1366,768,FALSE,memory??,no,69,f,english,305.92,42.242,3,both_actions,both
45,performance,92,both,posterior,both_actions,0.52,0.52,firefox,1299,600,1366,768,FALSE,memory??,no,69,f,english,305.92,42.242,3,both_actions,both
45,performance,9,handle,posterior,single_action,0.051,0.48,firefox,1299,600,1366,768,FALSE,memory??,no,69,f,english,305.92,42.242,3,both_actions,both
46,learning,96,button,posterior,single_action,0.914,0.971,chrome,1296,637,1093,615,FALSE,unclear,good hit,62,male,english,195.99,37.338,3,single_action,button
46,learning,3,both,posterior,both_actions,0.029,0.029,chrome,1296,637,1093,615,FALSE,unclear,good hit,62,male,english,195.99,37.338,3,single_action,button
46,learning,6,handle,posterior,single_action,0.057,0.971,chrome,1296,637,1093,615,FALSE,unclear,good hit,62,male,english,195.99,37.338,3,single_action,button
47,presentation,69,both,posterior,both_actions,0.375,0.375,chrome,1134,763,1280,768,FALSE,i'm unsure. my thought process wasn't really logical in selecting which one option would tell me what the toy did - it was more like a gratification thing. pulling the handle seems like the first activity a person would do on that toy.,"everything was fine, thanks.",50,f,english,179.006,9.678,3,single_action,handle
47,presentation,32,button,posterior,single_action,0.174,0.625,chrome,1134,763,1280,768,FALSE,i'm unsure. my thought process wasn't really logical in selecting which one option would tell me what the toy did - it was more like a gratification thing. pulling the handle seems like the first activity a person would do on that toy.,"everything was fine, thanks.",50,f,english,179.006,9.678,3,single_action,handle
47,presentation,83,handle,posterior,single_action,0.451,0.625,chrome,1134,763,1280,768,FALSE,i'm unsure. my thought process wasn't really logical in selecting which one option would tell me what the toy did - it was more like a gratification thing. pulling the handle seems like the first activity a person would do on that toy.,"everything was fine, thanks.",50,f,english,179.006,9.678,3,single_action,handle
48,presentation,81,handle,posterior,single_action,0.506,0.531,chrome,1250,803,1920,1080,FALSE,risk and prediction,,48,m,english,135.133,16.938,3,both_actions,both
48,presentation,75,both,posterior,both_actions,0.469,0.469,chrome,1250,803,1920,1080,FALSE,risk and prediction,,48,m,english,135.133,16.938,3,both_actions,both
48,presentation,4,button,posterior,single_action,0.025,0.531,chrome,1250,803,1920,1080,FALSE,risk and prediction,,48,m,english,135.133,16.938,3,both_actions,both
49,presentation,50,button,posterior,single_action,0.331,0.669,firefox,1300,644,1366,768,FALSE,decesions,interesting survey. no problems.,59,f,english,476.089,61.056,1,both_actions,both
49,presentation,50,both,posterior,both_actions,0.331,0.331,firefox,1300,644,1366,768,FALSE,decesions,interesting survey. no problems.,59,f,english,476.089,61.056,1,both_actions,both
49,presentation,51,handle,posterior,single_action,0.338,0.669,firefox,1300,644,1366,768,FALSE,decesions,interesting survey. no problems.,59,f,english,476.089,61.056,1,both_actions,both
50,learning,9,both,posterior,both_actions,0.082,0.082,firefox,1521,781,1600,900,FALSE,logic issues,n/a,56,m,english,231.613,60.039,3,single_action,handle
50,learning,98,handle,posterior,single_action,0.891,0.918,firefox,1521,781,1600,900,FALSE,logic issues,n/a,56,m,english,231.613,60.039,3,single_action,handle
50,learning,3,button,posterior,single_action,0.027,0.918,firefox,1521,781,1600,900,FALSE,logic issues,n/a,56,m,english,231.613,60.039,3,single_action,handle
51,performance,71,both,posterior,both_actions,0.362,0.362,chrome,923,1211,1707,960,FALSE,see how people decide how to make sure something will work,no,34,m,english,173.455,23.587,3,both_actions,both
51,performance,70,button,posterior,single_action,0.357,0.638,chrome,923,1211,1707,960,FALSE,see how people decide how to make sure something will work,no,34,m,english,173.455,23.587,3,both_actions,both
51,performance,55,handle,posterior,single_action,0.281,0.638,chrome,923,1211,1707,960,FALSE,see how people decide how to make sure something will work,no,34,m,english,173.455,23.587,3,both_actions,both
52,performance,4,button,posterior,single_action,0.02,0.51,chrome,1336,693,1440,900,FALSE,logic,none,62,male,english,242.312,46.761,3,single_action,handle
52,performance,97,handle,posterior,single_action,0.49,0.51,chrome,1336,693,1440,900,FALSE,logic,none,62,male,english,242.312,46.761,3,single_action,handle
52,performance,97,both,posterior,both_actions,0.49,0.49,chrome,1336,693,1440,900,FALSE,logic,none,62,male,english,242.312,46.761,3,single_action,handle
53,learning,100,handle,posterior,single_action,0.98,0.99,chrome,1299,600,1366,768,FALSE,measuring logic,no,46,m,english,184.33,26.037,3,single_action,handle
53,learning,1,button,posterior,single_action,0.01,0.99,chrome,1299,600,1366,768,FALSE,measuring logic,no,46,m,english,184.33,26.037,3,single_action,handle
53,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1299,600,1366,768,FALSE,measuring logic,no,46,m,english,184.33,26.037,3,single_action,handle
54,presentation,99,button,posterior,single_action,0.493,0.99,chrome,1470,734,1536,864,FALSE,i have no idea.  how well i remember maybe?,nothing was broken,58,f,english,342.07,38.447,3,both_actions,both
54,presentation,100,handle,posterior,single_action,0.498,0.99,chrome,1470,734,1536,864,FALSE,i have no idea.  how well i remember maybe?,nothing was broken,58,f,english,342.07,38.447,3,both_actions,both
54,presentation,2,both,posterior,both_actions,0.01,0.01,chrome,1470,734,1536,864,FALSE,i have no idea.  how well i remember maybe?,nothing was broken,58,f,english,342.07,38.447,3,both_actions,both
55,learning,82,both,posterior,both_actions,0.363,0.363,chrome,1331,691,1536,864,FALSE,making decisions,n/a,22,female,english,200.439,39.069,2,single_action,handle
55,learning,62,handle,posterior,single_action,0.274,0.637,chrome,1331,691,1536,864,FALSE,making decisions,n/a,22,female,english,200.439,39.069,2,single_action,handle
55,learning,82,button,posterior,single_action,0.363,0.637,chrome,1331,691,1536,864,FALSE,making decisions,n/a,22,female,english,200.439,39.069,2,single_action,handle
56,presentation,100,handle,posterior,single_action,0.333,0.667,chrome,1281,561,1366,768,FALSE,idk,no,34,male,english,176.077,26.948,3,both_actions,both
56,presentation,100,both,posterior,both_actions,0.333,0.333,chrome,1281,561,1366,768,FALSE,idk,no,34,male,english,176.077,26.948,3,both_actions,both
56,presentation,100,button,posterior,single_action,0.333,0.667,chrome,1281,561,1366,768,FALSE,idk,no,34,male,english,176.077,26.948,3,both_actions,both
57,presentation,59,button,posterior,single_action,0.263,0.554,chrome,1299,637,1366,768,FALSE,if we could figure out the type of toy.,no comments,39,f,english,176.974,20.051,3,both_actions,both
57,presentation,65,handle,posterior,single_action,0.29,0.554,chrome,1299,637,1366,768,FALSE,if we could figure out the type of toy.,no comments,39,f,english,176.974,20.051,3,both_actions,both
57,presentation,100,both,posterior,both_actions,0.446,0.446,chrome,1299,637,1366,768,FALSE,if we could figure out the type of toy.,no comments,39,f,english,176.974,20.051,3,both_actions,both
58,presentation,83,button,posterior,single_action,0.421,0.569,chrome,1173,630,1280,800,FALSE,unsure,no comments,43,m,english,169.866,28.169,2,both_actions,both
58,presentation,29,handle,posterior,single_action,0.147,0.569,chrome,1173,630,1280,800,FALSE,unsure,no comments,43,m,english,169.866,28.169,2,both_actions,both
58,presentation,85,both,posterior,both_actions,0.431,0.431,chrome,1173,630,1280,800,FALSE,unsure,no comments,43,m,english,169.866,28.169,2,both_actions,both
59,learning,89,button,posterior,single_action,0.434,0.893,chrome,1643,1354,3440,1440,FALSE,decision making,,25,m,english,127.002,25.054,3,both_actions,both
59,learning,22,both,posterior,both_actions,0.107,0.107,chrome,1643,1354,3440,1440,FALSE,decision making,,25,m,english,127.002,25.054,3,both_actions,both
59,learning,94,handle,posterior,single_action,0.459,0.893,chrome,1643,1354,3440,1440,FALSE,decision making,,25,m,english,127.002,25.054,3,both_actions,both
60,performance,32,button,posterior,single_action,0.291,0.964,firefox,2350,600,2400,1350,FALSE,probabilities,no,30,m,english,202.26,28.483,3,both_actions,both
60,performance,74,handle,posterior,single_action,0.673,0.964,firefox,2350,600,2400,1350,FALSE,probabilities,no,30,m,english,202.26,28.483,3,both_actions,both
60,performance,4,both,posterior,both_actions,0.036,0.036,firefox,2350,600,2400,1350,FALSE,probabilities,no,30,m,english,202.26,28.483,3,both_actions,both
61,presentation,100,handle,posterior,single_action,0.433,0.567,chrome,1853,100,1920,1080,FALSE,to see how people look at instructions,none,55,f,english,401.812,44.785,2,both_actions,both
61,presentation,100,both,posterior,both_actions,0.433,0.433,chrome,1853,100,1920,1080,FALSE,to see how people look at instructions,none,55,f,english,401.812,44.785,2,both_actions,both
61,presentation,31,button,posterior,single_action,0.134,0.567,chrome,1853,100,1920,1080,FALSE,to see how people look at instructions,none,55,f,english,401.812,44.785,2,both_actions,both
62,learning,78,handle,posterior,single_action,0.379,0.757,chrome,1470,600,1536,864,FALSE,deductive reasoning ,thank you. a3c0lpvn749uf3: id in case of errors in submission software communication,33,f,english,194.597,29.933,3,single_action,handle
62,learning,78,button,posterior,single_action,0.379,0.757,chrome,1470,600,1536,864,FALSE,deductive reasoning ,thank you. a3c0lpvn749uf3: id in case of errors in submission software communication,33,f,english,194.597,29.933,3,single_action,handle
62,learning,50,both,posterior,both_actions,0.243,0.243,chrome,1470,600,1536,864,FALSE,deductive reasoning ,thank you. a3c0lpvn749uf3: id in case of errors in submission software communication,33,f,english,194.597,29.933,3,single_action,handle
63,presentation,67,button,posterior,single_action,0.394,0.818,chrome,1292,623,1366,768,FALSE,options,no,27,f,english,134.095,7.015,2,single_action,handle
63,presentation,72,handle,posterior,single_action,0.424,0.818,chrome,1292,623,1366,768,FALSE,options,no,27,f,english,134.095,7.015,2,single_action,handle
63,presentation,31,both,posterior,both_actions,0.182,0.182,chrome,1292,623,1366,768,FALSE,options,no,27,f,english,134.095,7.015,2,single_action,handle
64,presentation,3,button,posterior,single_action,0.029,0.048,chrome,580,600,1366,768,FALSE,i'm not sure.,no.,30,m,english,177.859,57.314,2,both_actions,both
64,presentation,2,handle,posterior,single_action,0.019,0.048,chrome,580,600,1366,768,FALSE,i'm not sure.,no.,30,m,english,177.859,57.314,2,both_actions,both
64,presentation,100,both,posterior,both_actions,0.952,0.952,chrome,580,600,1366,768,FALSE,i'm not sure.,no.,30,m,english,177.859,57.314,2,both_actions,both
65,performance,39,both,posterior,both_actions,0.225,0.225,chrome,1299,662,1366,768,FALSE,how we assign probability to something?,no,36,m,english,264.231,40.195,3,both_actions,both
65,performance,66,handle,posterior,single_action,0.382,0.775,chrome,1299,662,1366,768,FALSE,how we assign probability to something?,no,36,m,english,264.231,40.195,3,both_actions,both
65,performance,68,button,posterior,single_action,0.393,0.775,chrome,1299,662,1366,768,FALSE,how we assign probability to something?,no,36,m,english,264.231,40.195,3,both_actions,both
66,learning,24,handle,posterior,single_action,0.242,0.495,firefox,1230,676,1280,800,FALSE,to see how i problem solve. ,"yeah, it jumped at the end and played some music, and then quickly moved to a slider screen at the end. i did the sliders twice. ",30,m,english,179.233,53.542,3,both_actions,both
66,learning,25,button,posterior,single_action,0.253,0.495,firefox,1230,676,1280,800,FALSE,to see how i problem solve. ,"yeah, it jumped at the end and played some music, and then quickly moved to a slider screen at the end. i did the sliders twice. ",30,m,english,179.233,53.542,3,both_actions,both
66,learning,50,both,posterior,both_actions,0.505,0.505,firefox,1230,676,1280,800,FALSE,to see how i problem solve. ,"yeah, it jumped at the end and played some music, and then quickly moved to a slider screen at the end. i did the sliders twice. ",30,m,english,179.233,53.542,3,both_actions,both
67,performance,31,button,posterior,single_action,0.307,0.663,chrome,1533,600,1600,900,FALSE,probability and problem solving.,,48,f,english,203.795,24.333,3,both_actions,both
67,performance,34,both,posterior,both_actions,0.337,0.337,chrome,1533,600,1600,900,FALSE,probability and problem solving.,,48,f,english,203.795,24.333,3,both_actions,both
67,performance,36,handle,posterior,single_action,0.356,0.663,chrome,1533,600,1600,900,FALSE,probability and problem solving.,,48,f,english,203.795,24.333,3,both_actions,both
68,presentation,100,button,posterior,single_action,0.5,0.705,chrome,464,524,1920,1080,FALSE,i'm not sure,,26,female,english,369.457,13.196,1,both_actions,both
68,presentation,41,handle,posterior,single_action,0.205,0.705,chrome,464,524,1920,1080,FALSE,i'm not sure,,26,female,english,369.457,13.196,1,both_actions,both
68,presentation,59,both,posterior,both_actions,0.295,0.295,chrome,464,524,1920,1080,FALSE,i'm not sure,,26,female,english,369.457,13.196,1,both_actions,both
69,presentation,83,handle,posterior,single_action,0.61,0.757,chrome,1219,797,1440,900,FALSE,to see how different people see how toys work without labels.,nothing broken.,31,f,english,168.264,24.539,3,single_action,handle
69,presentation,33,both,posterior,both_actions,0.243,0.243,chrome,1219,797,1440,900,FALSE,to see how different people see how toys work without labels.,nothing broken.,31,f,english,168.264,24.539,3,single_action,handle
69,presentation,20,button,posterior,single_action,0.147,0.757,chrome,1219,797,1440,900,FALSE,to see how different people see how toys work without labels.,nothing broken.,31,f,english,168.264,24.539,3,single_action,handle
70,performance,94,both,posterior,both_actions,0.418,0.418,chrome,1299,678,1366,768,FALSE,not sure,no,39,f,english,215.512,52.113,3,single_action,button
70,performance,65,button,posterior,single_action,0.289,0.582,chrome,1299,678,1366,768,FALSE,not sure,no,39,f,english,215.512,52.113,3,single_action,button
70,performance,66,handle,posterior,single_action,0.293,0.582,chrome,1299,678,1366,768,FALSE,not sure,no,39,f,english,215.512,52.113,3,single_action,button
71,performance,47,handle,posterior,single_action,0.247,0.495,chrome,1853,974,1920,1080,FALSE,i'm not sure,no,34,f,english,161.214,22.055,3,both_actions,both
71,performance,96,both,posterior,both_actions,0.505,0.505,chrome,1853,974,1920,1080,FALSE,i'm not sure,no,34,f,english,161.214,22.055,3,both_actions,both
71,performance,47,button,posterior,single_action,0.247,0.495,chrome,1853,974,1920,1080,FALSE,i'm not sure,no,34,f,english,161.214,22.055,3,both_actions,both
72,performance,100,button,posterior,single_action,0.98,0.99,chrome,1016,510,1366,768,FALSE,no idea,no,42,f,bulgarian,203.741,27.137,3,single_action,button
72,performance,1,handle,posterior,single_action,0.01,0.99,chrome,1016,510,1366,768,FALSE,no idea,no,42,f,bulgarian,203.741,27.137,3,single_action,button
72,performance,1,both,posterior,both_actions,0.01,0.01,chrome,1016,510,1366,768,FALSE,no idea,no,42,f,bulgarian,203.741,27.137,3,single_action,button
73,presentation,100,button,posterior,single_action,0.333,0.667,chrome,1709,854,1600,900,FALSE,reading instructions,no,48,f,english,117.767,13.223,3,both_actions,both
73,presentation,100,both,posterior,both_actions,0.333,0.333,chrome,1709,854,1600,900,FALSE,reading instructions,no,48,f,english,117.767,13.223,3,both_actions,both
73,presentation,100,handle,posterior,single_action,0.333,0.667,chrome,1709,854,1600,900,FALSE,reading instructions,no,48,f,english,117.767,13.223,3,both_actions,both
74,performance,20,handle,posterior,single_action,0.256,0.538,chrome,1176,614,1366,768,FALSE,logical reasoning.,the task was quick and interesting.,51,m,english,466.609,40.415,3,both_actions,both
74,performance,22,button,posterior,single_action,0.282,0.538,chrome,1176,614,1366,768,FALSE,logical reasoning.,the task was quick and interesting.,51,m,english,466.609,40.415,3,both_actions,both
74,performance,36,both,posterior,both_actions,0.462,0.462,chrome,1176,614,1366,768,FALSE,logical reasoning.,the task was quick and interesting.,51,m,english,466.609,40.415,3,both_actions,both
75,performance,1,handle,posterior,single_action,0.01,0.99,chrome,1331,668,1536,864,FALSE,i am not sure,no,41,f,english,162.584,33.848,3,single_action,button
75,performance,100,button,posterior,single_action,0.98,0.99,chrome,1331,668,1536,864,FALSE,i am not sure,no,41,f,english,162.584,33.848,3,single_action,button
75,performance,1,both,posterior,both_actions,0.01,0.01,chrome,1331,668,1536,864,FALSE,i am not sure,no,41,f,english,162.584,33.848,3,single_action,button
